content,stance
É bem isso viu  😂  😂  😂,Negativo
Esse cara um lixo e nem discuto mais com quem é a favor dele é perca de tempo. Rs,Negativo
FAKE querido isso foi comprovado  🙄  🙄,Negativo
"""Discordar do presidente não significa apoiar o PT. Existe vida inteligente além dessa disputa.""",Negativo
você indica quem para ser Presidente do Brasil?,Positivo
fazer piada é fácil.,Positivo
"""Já perceberam que não houve mortes em massa de caixas de supermercado, entregadores de pizza e funcionários do transporte público por conta do COVID19? Ou a doença não é tudo isso, ou eles são alienígenas.""",Positivo
"""6:20 Instagram há 19 horas gabrielmonteiropm São Paulo GABRIEL MONTEIRO CAOS EM SAO PAULO DESEMPREGO DISPARANDO MAIOR NÚMERO DE MORTES POR CORONA VIRUS DO PAIS (28x MAIS QUE MINAS PROMOTORIA INVESTIGANDO SUPERFA AMENTO EM COMPRAS DE R$ 500 MILHÕES EM EM RESI RESPIRADORES GABRIELMONTEIRO GMONTEIRORJ""",Positivo
Só tem meme é  😂  😂  😂,Negativo
ate o terraplanista idiota esta pulando do barco 0:00 / 2:15,Neutro
"""‎Ou o DOTO não funciona, ou o vírus não gosta de queijo com cachaça! SEM MISOLAMENTO MINAS GERAIS 255 ÓBITOS @LINCOLNDRUMONDM COM ISOLAMENTO SÃO PAULO 6.980 ÓBITOS ن‎""‎‎‎",Positivo
😴  😴  😴  😴  😪  🙈  🙉  🙊,Negativo
Indico vc pra ser presidente.,Negativo
"Vocês só fazendo piada que entendem. Falar sério depois de ver as besteiras que falam, realmente é perca de tempo.",Positivo
Ué o presidente faz pq eu não posso fazer,Negativo
"E ainda falam que é o Mito que fala besteira...faz favor, conta outra.",Positivo
porque vc não é. Simples assim.,Positivo
Meu querido o presidente vive fazendo piadas até com as vidas e vcs é a favor dele e pq vou falar sério com vcs por favor né,Negativo
"pra ser presidente precisa aguentar a ignorância do povo falando o que pensa sem ajudar em nada .. tem fora. Mas já que vc não é da petezada filha da puta, indica um presidente que vc acredita ser bom ..rs",Positivo
Vcs é desgastante tem q rir fazer piada vamos discutir sobre oq  🤷,Negativo
Né e a burrice de muitos.,Negativo
qual piada ele fez com vidas?,Positivo
"Vc está me xingando vc sabe q isso dar processo né, mas não fico admirada não olha a classe q vc é né.",Negativo
Tá vendo a pergunta q vc fez qual piadas eles fez com vidas? É desgastante falar com gente burra. Kkkk,Negativo
vai estudar e aprender interpretação de texto...kkkk ou vc é petista agora???,Positivo
Não temo nem ministro da saúde cara vc quer discutir oq por favo né para de passar vergonha.,Negativo
"Me processa vai lá, tô implorando...kkkk",Positivo
Aprenda sobre conjugação verbal tbm...,Positivo
Kkkk vc está longe de mandar eu estudar né querido  🐂  🐂  🐂  🐂,Negativo
Meu amor com pessoas igual a vc não faço nenhum esforço pra escrita de vdd.,Negativo
Você me chama de burro? E fala em processo? Onde eu te xinguei?,Positivo
Imbecil. Ignorante.,Positivo
Mobral,Positivo
Agora eu te xinguei...e fodasse. Volta pra escola e para de falar merda e passar vergonha.,Positivo
Não tenho tempo pra tipinho de gente igual a vc não eu trabalho sabe se é que vc saiba oq é isso né trabalho.,Negativo
nem me comparo com gentinha,Positivo
Vá procurar um trabalho cara menti vazia é oficina do diabo. Kkkkkk,Negativo
"Trabalha? Bom antes de vc trabalhar eu estudei me formei e trabalho a mais de 30 anos...e isso não é da sua conta, estávamos falando sobre o Presidente e você não sabe escrever nem ler o que eu escrevo...bem esse o perfil da esquerdalha.",Positivo
Deixa eu trabalhar viu gado,Negativo
Grande merda sua formação prestou pra que  🤷  🤷  🤷,Negativo
Trabalhadora...kkmm,Positivo
Tenho nada pra falar desse lixo desse presidente e nem com quem é a favor dele.,Negativo
Concerteza querido e trabalho pra mim viu tenho o meu negócio.,Negativo
Trabalho pra ninguém não viu a burra  😂  😂  😂  😂,Negativo
"tá acima o que precisei falar...agora fica aí ""trabalhando"" pra me dar retorno e enquanto isso eu vou curtir meu domingo, porque trabalho pra mim é de segunda a sábado.",Positivo
"A imagem pode conter: texto que diz ""ELEITOR DE BOLSONARO É IGUAL A CORNO: A GENTE MOSTRA FOTO, MOSTRA VÍDEO E, NO FIM DAS CONTAS, PERDE UM AMIGO...""",Negativo
Vá dormi louco  😂  😂  😂,Negativo
"Quem trabalha, trabalha para alguém, mesmo que não seja para o patrão, será para o cliente, paciente etc.",Positivo
"""NÃO SOU PETISTA MAAAS... PT""",Positivo
Solta meu anjo querido oxi qual o seu problema. Kkkk,Negativo
"""Tem gente que diz ser cabeça aberta... E deve ser verdade. Tão aberta que o cérebro aproveitou e pulou fora.""",Positivo
Xonou?,Positivo
Solta meu anjo.,Negativo
Xonou por quem nojento  🤢  🤢,Negativo
"você indica quem para ser Presidente do Brasil? Que assuma o Mourão. Para isso serve um vice presidente. Mas já sei, vc não vai concordar, pois prefere alguém do Centrão, certo? Reproduzir GIF Tenor",Neutro
olha isso,Neutro
"""BOLSONARO É UMA ESCÓRIA PRA HUMANIDADE Governo tira R$ 83 milhões de programa contra extrema pobreza no Nordeste e realoca para publicidades na SECOM FONTE NTE:METROPOLES""",Negativo
"Meu Deus, ela ainda não entendeu que não pode ser usada?",Negativo
Partiu curar o mundo agora?,Negativo
"Povo burro , fanáticos e doentes.",Negativo
Gente parem de brigar por causa disso... Quem não quiser tomar o remédio espera a remessa de vacina grátis lá dá China  😁  👍,Neutro
ou você pode tomar e ter um infarto e MORRER como quase aconteceu com meu cunhado.  😃  👍,Negativo
"DIPIRONA tbm infarta. Concordo com vc Rose Brayan Martim, é tanta briga, mas eu prefiro ficar com a dra. Nise Yamaguchi, dr. Wong, dr. Marcos Andrade, dr.Marcos Menelau e tantos outros que estão salvando vidas usando a CLOROQUINA.",Positivo
corre lá! Alguém tá te impedindo?,Negativo
🤦,Positivo
Eita povo fanático.  😂  😂,Negativo
"Isso não invalida os resultados anteriores que foram bem conduzidos, que foram publicados nas outras revistas, e todos indicam para o não funcionamento da hidroxicloroquina, com a azitromicina ou sem, destaca Pasternak. ""As conclusões que a gente tem…Ver mais",Positivo
Gado vai tomar,Negativo
O único estudo A FAVOR foi retirado do ar. Continuem aí bostejando bando de gado.,Negativo
“Mais uma vez”  🤣  🤣  🤣,Neutro
Covid-19 ainda não tem cura!,Neutro
"bovid 17 é pior,ta doido povo louco",Neutro
"Só bolsonazi tem o conhecimento, o resto do mundo está perdendo por não ter a inteligência dele...",Negativo
kkkkkkkkkkk Cientistas e médicos do mundo inteiro que estudaram a vida toda dizem que cloroquina não presta e só o Bolsonazi tá certo kkkkkk,Negativo
gênio ele!!!! A gente que não valoriza o presidente que tem!,Positivo
Quanta ignorância,Neutro
"Por mim q enfiem cloroquina até no cu e morram.... tenho Lúpus eritematoso sistêmico e não consigo mais encontrar o medicamento por causa desse bando de FDP q saiu comprando  😠 na minha cidade nenhuma farmácia tem, uma amg já está sem... Quem realmente …Ver mais",Negativo
"quem mandou suspender o remédio foram os governadores, cobra o governador da sua cidade.....",Negativo
eu tenho visto pessoas falando que vão tomar por precaução!,Neutro
"não fia foi a OMS ok. Pq o uso estava descontrolado, tem pessoas tomando por precaução!",Neutro
"Independente de quem mandou suspender foi por quem saiu comprando sem precisar.... Já cobrei td mundo q tinha pra cobrar e falaram ""não podemos fazer nada""...",Neutro
"mais os governadores também, tudo combinado,nāo aceitaram o decreto para o uso....",Neutro
suspenderam o uso para quem nao é indicado!!,Neutro
foda q tem gente tá tomando por precaução  🙄,Neutro
"claro q não, qual a comprovação científica de que funciona? Pelo amor de Deus!",Negativo
Fake,Negativo
Kkkkkkk e dá-le cloroquina no fiofó de td mundo.,Negativo
"A imagem pode conter: texto que diz ""os ""PROBLEMAS"" DA CLOROQUINA NÃO TEM PATENTE! que não dá muito lucro para grandes indústrias",Positivo
eua se livrou de uma grande carga e mandou para o brasil q quer muito usar.,Negativo
O verdadeiro chupador de rola de Bozo,Negativo
#ForaMaia #foramaia . #forarodrigomaia #foratoffoli …Ver mais,Neutro
"Pelo menos o pt pagava 50 reais p povo passar vergonha, já vocês passam vergonha de graça!",Neutro
"- Ô suas antas analfabetas, os cientistas pediram desculpas por terem se baseados em estudos inconclusivos e declarado que a “corociclina” seria eficaz contra o Covid-19, como alardeava o genocida esquisofrênico do Bolsonaro  💀 !",Negativo
tem nada disso. Apenas vão continuar os estudos. Pega e já vai tomando a cloroquina. De repente te ajuda!!!!,Negativo
"Estudos são assim, precisam ser analisados e comprovados por cientistas antes de afirmar com tamanha certeza. Não é um besta leigo que tem razão de nada.",Neutro
efeitos colaterais da cloroquina ainda são alvos de estudo,Negativo
"Cloroquina nao foi desenvolvida para salvar o homem, em que pese com avanço da cielncia possa ser utilizada para esse fim. Cloroquina é usada pra salvar esse desgoverno. Qto mais mortes de idosos menos aposentadoria pro governo pagar. …Ver mais",Negativo
fato,Negativo
"E a China fica onde? Homem, tmnc. Tudo é culpa do governo, até a irresponsabilidade estrangeira.",Positivo
"Bolsonaro, calado tá errado. Ele e sua tropa de zumbis fanáticos...",Negativo
"Meu filho mora na Dinamarca e lá o Governo suspendeu as pesquisas com o cloroquina, chegaram a conclusão que só piora!",Negativo
só aqui que o governo fica dando murro em ponta de faca,Negativo
Nenhuma descrição de foto disponível.,Neutro
no Reino unido estão fazendo estudos https://www.dw.com/es/reino-unido-testean-f%C3%A1rmaco-contra-la-malaria-para-combatir-el-coronavirus/a-53525047 Reino Unido: testean fármaco contra la malaria para combatir el coronavirus | DW | 21.05.2020 DW.COM Reino Unido: testean fármaco contra la malaria para combatir el coronavirus | DW | 21.05.2020 Reino Unido: testean fármaco contra la malaria para combatir el coronavirus | DW | 21.05.2020,Positivo
#ForaBolsonaro,Neutro
teu cu,Neutro
Essa cloroquina ajuda no exterminio da população,Negativo
você tem alguma outra alternativa que funciona?,Positivo
"O remédio não teve eficácia comprovada. Vocês realmente tem dificuldade em estudar, nem um texto curto conseguem ler.",Negativo
"pois é. Eles acham que porque um estudo foi invalidado, os outros também foram invalidados por tabela!",Positivo
"pergunta da eficácia dele para o Dr. David Uip... Ah, não esse não fala para o povo o remédio que ele tomou... Bom, pergunta para o cardiologista Dr. Roberto Kalil...",Positivo
Difícil dizer algo pra quem expõe orgulhoso a ignorância.,Negativo
"Me baseio no que diz a ciência. Quando todos os testes provarem a eficácia do medicamento no combate a essa doença, considerarei que sim ele pode ser usado. Que será segura a sua prescrição pra ajudar o povo. Enquanto isso não acontece, como saberei, n…Ver mais",Negativo
"""‎11:13 مه 79% Publicação tonibritonutri dP Jovem Pan OMS se desculpa por controvérsias em pesquisas sobre hidroxicloroquina Jovem Pan 19 horas atrás‎""‎‎",Positivo
"""Covid19 9...a luta continua! tonibritonutri rfi Autores do estudo da revista The Lancet que criticava hi- droxicloroquina pedem des- culpas Publicado 05/06/2020 Geietles Beиiies contentfre THE LANCET Searchfor Audie tonibritonutri Queeee faseeeeeeee #thelance Fico triste ao. mais""",Positivo
"Minha senhora amaria que me dissessem que os cientistas descobriram que Doril tem efeito no tratamento dessa doença. Doril, Anador, Cloroquina, qualquer coisa. Infelizmente nao foi isso que aconteceu. As desculpas da OMS são em função da seriedade com …Ver mais",Negativo
Essa atenção é que as pessoas precisam ter quando leem ou ouvem as notícias. Tenho certeza que todos vamos amar que esse remedio tenha eficacia comprovada por cientistas. Ninguem quer ver o povo morrendo aos milhares. Ninguem quer continuar nessa angu…Ver mais,Negativo
Concordo plenamente.,Neutro
Se cuide aí!,Neutro
Bolsonaro só tem razão que não será nunca mais presidente aqui no Brasil...,Negativo
ô dó,Neutro
"Quem vai ser, LULA? ACEITA QUE DÓI MENOS",Neutro
Ninguém leu a matéria???,Neutro
Mesmo quando ele tem razão ele está errado ! Lixo,Neutro
Bolsonaro 2022,Positivo
"Não dou razão pra político nunca, pq é isso q eles querem, eles não pouco se lixando pra gente!!",Neutro
De onde saiu esse jornal??,Neutro
Vai gado!!!,Neutro
"""Pedro Penseiro @PedroLColli ""Lógica"" do bolsominion: Se os especialistas, que estudam o assunto há anos, não têm certeza sobre determinados aspectos da Covid-19 então é melhor acreditar no presidente que nunca pisou numa universidade.""",Negativo
"Estão mais perdidos que cego em tiroteio, cadê os gênios? Estamos vivendo uma prova a qual só Deus pode nos ajudar.",Neutro
"a doenca esta sendo estudada ainda, em plena pandemia",Neutro
https://m.facebook.com/story.php?story_fbid=142404497365519&id=111037913835511 OXÍMETRO de DEDO pronta entrega,Neutro
"Ah, coitado.",Neutro
"""COMO USAR A CLOROQUINA BOZO TIRE DA EMBALAGEM LUBRIFIQUE Οι COLOQUE 0 BOLSOMINION NESSA POSIÇĂ ABRA O RABO RABO DELE DELE ENFIE AC CLOROQUINA NO RABO DELE MITO! LVALDAR UM GRITINHO ο""",Negativo
"""Meu próximo animal de estimação vai ser um bolsominion! Pensa num bicho que defende ο dono a qualquer custo!""",Negativo
Animal de estimação é um bichinho bom.leal. Não se pode cimparar com um sujeito do mau.,Neutro
", por isso mesmo! Só vê o dono pela frente!  😂  😂",Neutro
tem razão.kkkk,Neutro
A ignorância é pior do que o covid. Cega e emburrece,Neutro
Só lamento,Neutro
"Ele sempre teve razão. Só que não. A imagem pode conter: 8 pessoas, texto que diz ""INÍCIO PANDEMIA ""Coronavírus é invenção da imprensa!"" 1a MORTE ""É só uma gripezinha!"" 10 MORTES ""Tenho histórico de atleta!' 100 MORTES ""Vão morrer alguns idosos!"" 1.000 MORTES ""Não sou coveiro!"" ............. 10 MIL MORTES ""E daí?"" 20 MIL MORTES governadores prefeitos! ""A culpa é dos 35MIL MORTES ""Vamos esconder 0 número mortos!""""",Negativo
"primeiro que o GRipezinha foi a globo que começou, segundo que o E dai foi um resposta a comparaçao com a CHINA e para fechar, me fala qual remedio tem nos paises de primeiro mundo que aqui nao foi usado....",Neutro
Fora Bolsonaro Genocida,Neutro
"Nao , ele nao tem razão",Negativo
Parece que o Trunpp também têm razão!!! Suspendeu o uso da CLOAQUINA por lá e irá exportar para o Brasil sil sil sil o lixo tóxicos de lá.,Negativo
